gene,cluster_id,max_level_survived,mean_log2fc,direction
COPG1,176,4,-0.06594249739109603,down
DDX24,176,4,0.07932843486756447,up
MPP1,176,4,-0.03525773929272239,down
ORC2,176,4,0.029156147435932016,up
SNU13,176,4,-0.0334845409236495,down
TBC1D4,176,4,0.011412617680577183,up
UCHL5,176,4,0.011427968355509263,up
ZBTB24,176,4,-0.017278828428728854,down
COX7A1,177,4,-0.1503866685172325,down
GLMN,177,4,-0.08220995780828311,down
KLHDC9,177,4,-0.05966134445221464,down
LPCAT4,177,4,-0.08674649331465704,down
AVPI1,178,4,-0.13640140775348972,down
CDCA5,178,4,-0.12630897912811845,down
HYLS1,178,4,-0.07538066273238304,down
ACTL6B,179,4,-0.2379465493189672,down
NSG1,179,4,-0.31582539262924936,down
SCN4B,179,4,-0.35139799914073616,down
SLC25A27,179,4,-0.20903003126377762,down
